delegator,amount,since,delta
cosmos16s5q9he46qyqzwg9fn9wzgdpzjydwzhajud7wx,534.711423,1619484788,0
cosmos10dfg8l9c3y52zrvpxl6q4r2qqj08qnr8hpu24a,525.69766,1644965229,0
cosmos1uqp2gwghwq3ygy4x7wsaeyggtgrpzkt7565dsx,525.412031,1618250836,0
cosmos1vln7znu60h8kpmauljw7up2zuecke0k5wde0ze,511.113534,1630045343,0
cosmos19axecmnhv0mhkcay28cddsag75k2kckutvktqp,510,1610508767,0
cosmos12q9f823ms9pu6e0cujy55xggn73rrgt75mmwzp,505.651102,1633658827,0
cosmos15unnwpe0xepkr8s2mezus0jtw2g4z9sp3ggv92,503.732455,1632550871,0
cosmos10zxcmwg2skwq5pf5y7475m43jdnfnq2edxdgy8,501.220894,1616043266,0
cosmos1twfqwtuw2t9crxupy66yk3vq48tya70cv6fa7y,500.05155,1641521209,0
cosmos1tgs7a0ej04t7k0ywdfhk3lddd7a2tmgvzwexwx,500,1635601324,0
cosmos1jvae0jeflul725z7thu76xld4hp8fq7aacxkye,500,1638497856,0
cosmos1n0yvj5d7j86ymsck8mlh6vfx7zmmpvd272vuhn,500,1576022400,0
cosmos1qmrcjzskgtlwmfs9pqdrfpmp5l5c8p5r3y3e9t,500,1576022400,0
cosmos1xppn98w0gg6wl0q2g2nasmkqlf2elwpkl7fc5y,500,1576022400,0
cosmos1chls8lhpdfuhddsly3ta3h0lddqgnz7ww60yq8,500,1576022400,0
cosmos1ry9yszs34e6r9edafjhpvqqakzkxelhmxrucc4,500,1627325288,0
cosmos12kzusejqt8essk2sten6hpqfmjmkghv9vgjclz,487.168925,1621970711,0
cosmos1khct0zje2nype4nk0k7v79e98rt0qkglqy4787,484.176756,1641783382,0
cosmos127e8gjt6tta402x56pcecqtfjpzlk8vz9scht7,483.789581,1642502116,0
cosmos1xe8c76sd2xsd4pr4f3aawwm0r2zmqv2s3cz97h,476.6,1637534240,0
cosmos1agv34rccy4jv0vkn9w8ym56yklcsrgvhzxrmrg,470.712104,1642040955,0
cosmos168uxp4mmta0q3vnpq4d3fmq4vkjqulnnrkt3vq,460.045086,1593972426,0
cosmos1sx35hmfagcrvrpd398885z7tnw8wggjmn08lu3,424.802745,1587758255,0
cosmos1dm2t33ryeuv3tczzr3sqdm9p2r88esyl95hzgh,411.63742,1618617038,0
cosmos13sv9t6fcsc4rqlj4sfyrunh6euphdakg83ztua,406.629721,1614148951,10
cosmos1t4mt7q2y4g8npsp8w4rxhcss9fjt0py0m7h3lk,405.877599,1638306248,0
cosmos1q7egkcv9ex4ykysgctknpj6p50ac53cvekzgak,404.260463,1626918987,0
cosmos1y4mkrf0rrg5hd9ezcjh95kcucncrdvmczdf7hx,403,1644509753,0
cosmos1z5hk7lz08a9uq80lukey7hsun77t38y5r4angu,402.843415,1612452398,0
cosmos1qz9k9tyz5yar7lpwmwashscs9ug3muwpgrlrj0,400,1594862793,0
cosmos1749y764asesmz4ht7qx74k2uc7rkguz0344pds,400,1641408192,0
cosmos17gjtkvq7l6ev0g79wdz65pzww5h0w8tu5v6s8x,400,1641442117,0
cosmos10nxrescsw4f055rj08p07q7qdan4kxvzuy70ql,399.8,1644585571,0
cosmos1ketanacj5q3hz0ce5nfcyeemnrq7e3c9e6qvwt,392.970551,1620546382,0
cosmos123j7d65yk42m6hjx9mtcvvgqr5j2nlsprgyc8d,390.186014,1637122969,0
cosmos1789007pxf99wa408d8h5xwcfhc70kwc59q8zhn,384.975582,1644078921,0
cosmos1gffcm04c9agqql7m0jlte9v0vrxj7re0qt5ng4,380.201139,1597368889,0
cosmos1gnsqlc9kw08ykrjjelg9g9z46v4autx0kyp6m2,379.33789,1576022400,0
cosmos16wv45f86dcey48qlxkwyx9kl40095ax27ga50y,374.09926,1643873583,0
cosmos1jyfyzp3ymg4g8h3qtde0xv3dmgemtjalggssng,373.4232,1615372488,0
cosmos1gzh0876hwfkdsan2twaamdepw8d4r2czdfylph,370.178306,1598197077,0
cosmos1xmj03npjnz2cp50mhc5ze0a4vaxaphzl9ur8a4,366.098596,1611058322,0
cosmos17e2r9vfqprla5kjuxaa2eksyaan0zj3atawu3z,360.458291,1630451873,0
cosmos1q7rvx2zeg0c494sgq2h30y7t7590dqq3wn6a45,356.869,1622517609,0
cosmos18vc84a0x2ez692cdtvmmnws3qe8mlpl9npw6ee,352.609923,1633548634,0
cosmos1cw9fegmwx93330g83gp0nmnut4zuw68yhq7kra,352.405624,1619026671,0
cosmos1mlgepmrssjurh28h4jyq55pmlh3q3hwmnd7nml,350,1627440083,0
cosmos1nhn6zx55rlz89xwcfezxl2spx9xdwz8saxmlu2,349.378766,1639491532,0
cosmos150xag34als4q8g3tj80tctsqtxz2e9z4z4kpq2,348.125323,1614813872,0
cosmos18vv6c7ma8twmpwtuyrlx7se20ahna9lnt2t8lp,347.023806,1626117475,0
cosmos1ulfqh5lps7dscqr72dnhgrqg7g4cxstqpumw2m,345.470609,1596197288,0
cosmos1hv8hl50th86v35dxyszh7rldtrd94v6th782r3,337.59394,1629072099,0
cosmos1u5r29euxd9mm3z2rdmjqm8k4kd6222hwjqlymh,335.672925,1628611601,0
cosmos193nnaqdtgeq0mg4r4ypjumq4hcfa9ddt0m6geg,328.810588,1627043537,0
cosmos1nskcmrxuynwn26n9cxnscdrxg7yjqnpwy4vh5r,316.019327,1625777219,0
cosmos1ehv875h08qvm7s4duy7qhr7wjuqwepkm6c53k6,314.456304,1607642770,0
cosmos1ar0kfqeqn0yqu3tulka248uxy8h7jnyq7ltwmk,312.53846,1620094141,0
cosmos1rtvylsf5u4y6ynvczyaa4s3zedjvaw0c8nzset,311.266415,1621238779,0
cosmos13andq3ncw7vrnwvlqsed562ukq9yavansfpkrl,308.473506,1618510369,0
cosmos1jwjp07r57zymqjx9c6hasd4f9gkxx67jntn9rw,306.056316,1644266527,0
cosmos1yzxp6aar67ga9u3rwjgrhg3mdcr3u40nu4xp42,301.270739,1629461443,0
cosmos1h2ez006ldexdhp0c6cy0zguekmaureg9se6vwx,300,1644124434,200
cosmos1m05e04yudm0aw4khac85vusj34sqlkhzxphtxv,300,1642306567,0
cosmos1rajuqwac34qedvgkz6z5nkllnx03msnkd72nal,300,1643129966,0
cosmos18rj080agsep5tcxx67zhqk0edhn89y4cwtlzy7,300,1644926106,0
cosmos14tvfr5g8rydqp3t53mjmsqpu84j5m737mz66uz,299.894,1639108085,0
cosmos1cjc6mrk8rzvyp3dppw3qn8ahkana6cexs0ppjt,299.889003,1636743749,0
cosmos157xtncpn6zhvkqg2ud0g5jm7gcexvcv74ps4m8,299.888,1595620256,0
cosmos19p3pnf7uyptkqj32psn6cglna2ccqyejct6grw,297.124533,1620243273,0
cosmos10glnnme3tzerh5g6vm3hcduz9ty0dah5r58c6m,292.68,1576022400,0
cosmos1s874ufmv3hwklrhumhj37fcg6sv78kjywu2vp0,292.4,1637486867,0
cosmos1rvctdjmec8kvtzk4xnadw50duq27kfc6n750l7,292.309293,1644261575,0
cosmos1394vpff2nh647uwwlsyugvxwlvr6l74kr94uhl,292.160542,1611430191,0
cosmos1wnlftvamjdddhn6ftjjlz4xfyyfqjkf9m8sm6p,290.82084,1615524800,0
cosmos1gjgcjfuzewu7rlnuezxd0upx0xpjrqnm90vpet,285.427277,1630846482,0
cosmos1x3c49zja9gdscmzcfa2689ja3n6q5ktqyuyaxv,283.09405,1596802573,0
