delegator,amount,since,delta
cosmos1zg453l326xgrk5nm2prru4teqkym8zc9fz8nes,150,1641044738,0
cosmos19dhvcrht8c0hr5sahsy9228sfxt905hlr57cjz,150,1639648795,0
cosmos1sf90h3v0lc3f6sjejscqy4nsaxj8prd43jdvm3,150,1644024890,0
cosmos1lkm0qyhnhf36wn7g8uavuzqyh3vm67qhue7dx5,150,1644573096,0
cosmos1qhknfa8llzh506xerd09ucrt84pnx0sapnj6qp,149.92665,1644891249,0
cosmos1sgy27lctdrc5egpvc8f02rgzml6hmmvhhagfc3,149,1644116975,0
cosmos1wwrmztka6yqcrjl3ztetzan8j6rst54y48cqjv,145,1636220702,0
cosmos1aezk7p4cx3j3u2jq5fhn97qzwvjntunh4l88vs,145,1636249562,0
cosmos1s0fqv4f2k047n35dlghaj6yhh3jx7k343jqdcz,142.168819,1645154543,0
cosmos1s3txxl96g4y5dap7pllvtw8v2whpfs9vxx56dz,141.041976,1641577843,0
cosmos12pmqqfchfhhlmvttltae4y6manugz546g9zwyh,141,1634996158,0
cosmos1tsse674tf34yx97etcc2qeh0559qek4m8zfrkl,140,1636234126,0
cosmos1ymelps5l2gavfztdkeyujr4z43mwch5j5mdllg,140,1630531973,0
cosmos1rtpkwz3lj56jjg669p8xhdp2c9hh999ff76m8x,139.9,1644068664,0
cosmos17hs52rkvar67d5q99tt22gm62h9gyvdy7c0uf3,139.5,1629947196,0
cosmos1ltatpdd8ha6zum46t6z8cq436pan0fytmg63ah,134.413394,1632558525,0
cosmos19v3yxrvxpphl6nc0pgr5p8n34ljv35yjxpt2el,133.974615,1630735643,0
cosmos1f9dge7nrtrlxg24qekrwk24nxzmzlappjwm88a,133.4,1637325142,0
cosmos1ku76sd2430mpmeythqet03ywv7lc5dgjhm2px8,133,1641579531,0
cosmos1vttzj8g9dqa3c63vqugp8q0xcl3a3ee3lj0ezt,133,1646236380,133
cosmos12g2v4a7ej468c023x9f98zl9knddtwq0r95u0c,132.129547,1633988340,0
cosmos12euv3x373jj6yx4hgq2wdsukn4650m2mdyg8gc,132.000001,1641981337,0
